immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
7185 ZD 48,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
5289 PQ 79,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
7839 MW 20,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
4366 OE 51,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
9852 GY 38,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
5472 MK 50,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,gris,false,31790
6973 KV 27,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
3293 KZ 54,Seat,Toledo 1.6,102,longue,5,5,bleu,false,18880
1865 FD 13,BMW,M5,507,tr�s longue,5,5,gris,false,94800
6356 CN 16,Mercedes,A200,136,moyenne,5,5,gris,true,18130
8456 DD 37,Renault,Laguna 2.0T,170,longue,5,5,rouge,true,19110
4664 ZY 96,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
9876 BX 16,Audi,A2 1.4,75,courte,5,5,gris,false,18310
4011 HQ 26,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
7259 PC 46,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
2004 LO 98,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
5818 HG 73,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
3609 XO 41,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
6979 LN 43,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
4933 HH 84,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
6136 OA 23,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
5906 UX 97,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
1309 EN 26,Audi,A2 1.4,75,courte,5,5,gris,false,18310
5680 MI 10,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
1721 FW 46,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
3612 WR 34,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
4197 BI 62,Audi,A2 1.4,75,courte,5,5,noir,false,18310
2105 EG 85,Seat,Toledo 1.6,102,longue,5,5,gris,false,18880
5082 RC 48,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
5098 UF 61,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
6647 ZD 92,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
1221 DM 26,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
8585 LY 69,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
1937 TV 24,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
3617 FH 94,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
5016 RP 84,Mercedes,A200,136,moyenne,5,5,gris,true,18130
7521 QI 70,Ford,Mondeo 1.8,125,longue,5,5,rouge,true,16730
613 FU 42,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
8766 ZM 52,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
3447 LI 61,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
287 ZC 67,Fiat,Croma 2.2,147,longue,5,5,bleu,true,17346
6716 GJ 29,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
7884 FU 20,BMW,120i,150,moyenne,5,5,blanc,true,25060
2134 GU 54,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
8975 QM 48,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,true,15644
7177 KD 73,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
9750 JU 48,Volvo,S80 T6,272,tr�s longue,5,5,rouge,true,35350
5658 NH 10,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
8638 FC 15,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
7297 NU 66,Audi,A2 1.4,75,courte,5,5,gris,false,18310
1417 FF 71,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
4183 IP 57,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
9032 WI 98,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
5352 NS 78,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
6866 ZN 35,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
7074 PI 33,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
3643 FJ 96,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
5924 ER 16,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
6765 QI 13,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
8207 ZB 68,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
8914 SN 58,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
6696 LT 51,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
2950 XL 11,Audi,A2 1.4,75,courte,5,5,gris,false,18310
9795 CO 48,BMW,M5,507,tr�s longue,5,5,gris,true,66360
9241 PV 14,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
5337 HS 62,BMW,M5,507,tr�s longue,5,5,gris,false,94800
3531 RA 54,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
7346 MC 15,Mercedes,S500,306,tr�s longue,5,5,rouge,false,101300
3550 AF 87,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
2907 LV 11,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
2167 NF 78,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
6161 AB 47,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5293 QW 12,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
7764 OF 15,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,true,34440
9256 MB 72,Audi,A2 1.4,75,courte,5,5,noir,false,18310
4885 KO 93,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
8114 NI 22,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
4583 ED 93,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
7689 AT 81,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
1041 TE 73,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
4234 SG 47,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
3353 FZ 64,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
8279 RX 37,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
3066 FY 49,Audi,A2 1.4,75,courte,5,5,noir,false,18310
1890 BF 13,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
3023 FM 93,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
7327 RA 23,Nissan,Almera 1.8,115,moyenne,5,5,blanc,false,16450
8293 NA 57,Audi,A2 1.4,75,courte,5,5,noir,false,18310
8437 TU 36,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
6348 VV 42,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
7965 BV 23,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
1590 CL 14,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
2945 VA 17,Nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450
5286 AR 26,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
3918 KY 47,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
274 AB 54,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
1298 IP 75,Audi,A2 1.4,75,courte,5,5,noir,false,18310
8062 XW 79,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
3596 WX 94,BMW,120i,150,moyenne,5,5,noir,true,25060
7055 KJ 28,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
4152 GC 57,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2244 FU 68,Mercedes,A200,136,moyenne,5,5,noir,false,25900
3723 UV 79,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
376 YM 53,Saab,9.3 1.8T,150,longue,5,5,rouge,false,38600
5477 SS 44,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
1363 JM 71,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
5299 CC 61,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
3220 UW 37,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
1609 HV 36,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
5766 HL 11,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
9879 MJ 96,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
6861 FE 80,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
5126 LQ 75,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
888 ZK 39,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
4377 IQ 53,Audi,A2 1.4,75,courte,5,5,gris,false,18310
990 TS 26,BMW,M5,507,tr�s longue,5,5,gris,false,94800
8255 WQ 32,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
451 FL 36,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
5325 MY 35,BMW,120i,150,moyenne,5,5,bleu,true,25060
1234 UV 41,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
7605 RI 57,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
6401 HF 86,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
5347 LP 62,Peugeot,1007 1.4,75,courte,5,5,blanc,true,9625
6594 WS 67,Kia,Picanto 1.1,65,courte,5,5,gris,false,8990
5180 PB 43,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
4430 PI 73,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
3135 LQ 23,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
5081 OX 78,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
4198 IA 74,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
1315 ZO 14,BMW,M5,507,tr�s longue,5,5,noir,false,94800
6243 DH 14,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
9859 HY 57,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
5413 LM 20,BMW,M5,507,tr�s longue,5,5,gris,false,94800
5835 YT 88,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
3586 JM 14,BMW,M5,507,tr�s longue,5,5,noir,false,94800
5993 KZ 70,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
2540 EQ 63,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
369 DY 26,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
1374 YG 76,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
9253 HW 56,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
6990 UV 73,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
7439 JE 51,Dacia,Logan 1.6 MPI,90,moyenne,5,5,blanc,false,7500
6458 SM 50,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
9827 AP 78,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
4109 YY 75,Volvo,S80 T6,272,tr�s longue,5,5,bleu,true,35350
9456 OA 69,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
6680 EI 89,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
3261 VB 81,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
2139 OQ 38,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
5038 ZU 54,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
6475 EI 79,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
2253 PC 96,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
7787 NT 45,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
787 OX 65,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1845 BR 95,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
5582 NU 95,BMW,M5,507,tr�s longue,5,5,noir,false,94800
624 IJ 70,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
458 QH 92,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
8553 YM 85,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
8411 GP 28,BMW,120i,150,moyenne,5,5,rouge,true,25060
5675 PQ 16,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
6430 NQ 72,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
297 OT 56,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
3965 QN 19,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,true,25970
3536 GR 41,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
1961 LW 75,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
2536 MI 21,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9136 NU 21,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
6737 SR 17,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
4614 OH 45,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
7848 HA 35,BMW,M5,507,tr�s longue,5,5,noir,true,66360
2861 TA 25,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
1377 CW 61,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
1023 RR 43,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
316 GJ 57,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
9088 JS 44,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
2001 WV 17,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
3454 SC 44,Audi,A2 1.4,75,courte,5,5,noir,false,18310
6518 WM 24,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
7827 AE 89,Audi,A2 1.4,75,courte,5,5,noir,false,18310
2582 CD 80,Fiat,Croma 2.2,147,longue,5,5,gris,false,24780
7455 AD 74,Peugeot,1007 1.4,75,courte,5,5,blanc,true,9625
1752 TN 77,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
8480 ZH 46,Ford,Mondeo 1.8,125,longue,5,5,bleu,true,16730
2879 FY 73,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
2859 WM 97,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
1590 WN 55,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
9281 QI 15,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
5394 AW 90,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
8205 VD 58,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
3794 ZF 83,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
1427 JI 92,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
3743 IZ 16,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
6560 YL 28,BMW,M5,507,tr�s longue,5,5,noir,false,94800
1838 HD 19,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
6254 CB 22,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
5722 BG 52,Volkswagen,New Beatle 1.8,110,moyenne,5,5,rouge,true,18641
1662 RK 85,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
9212 AJ 54,Audi,A2 1.4,75,courte,5,5,noir,false,18310
6957 WY 83,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
1397 VQ 45,Dacia,Logan 1.6 MPI,90,moyenne,5,5,blanc,false,7500
2449 VJ 10,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
3232 UJ 60,Nissan,Almera 1.8,115,moyenne,5,5,gris,false,16450
7467 KH 91,BMW,M5,507,tr�s longue,5,5,noir,false,94800
7267 SL 13,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
357 GD 25,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
7724 TX 48,Audi,A2 1.4,75,courte,5,5,noir,true,12817
1107 PY 93,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
565 LO 12,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
211 UD 32,Lancia,Ypsilon 1.4 16V,90,courte,5,3,gris,false,13500
8401 NL 11,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
2542 DL 55,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
6815 LD 96,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
9047 XP 82,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
8612 KJ 63,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
9096 GH 18,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
739 GX 80,Kia,Picanto 1.1,65,courte,5,5,gris,false,8990
906 LX 47,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
1334 CE 29,Mercedes,S500,306,tr�s longue,5,5,noir,false,101300
2427 UX 28,Volkswagen,New Beatle 1.8,110,moyenne,5,5,rouge,false,26630
8291 WX 22,Audi,A2 1.4,75,courte,5,5,noir,true,12817
3895 DB 92,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
1961 RI 13,Kia,Picanto 1.1,65,courte,5,5,gris,false,8990
7521 GI 61,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
8226 SF 98,Volkswagen,New Beatle 1.8,110,moyenne,5,5,bleu,true,18641
3848 VA 60,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
3489 KS 69,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
3461 DQ 21,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
2659 DT 24,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
7161 YW 15,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
5039 JI 55,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
9457 SE 88,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
3208 TG 18,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
6387 LL 32,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
7735 TW 17,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
2432 NG 71,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
4003 EO 93,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
6514 ZZ 90,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
8362 MS 66,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
4989 OX 90,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,gris,false,30000
6455 BM 87,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
7327 CT 47,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
6396 RC 16,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
929 HO 25,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
4166 YQ 57,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
4437 RQ 91,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
1246 OB 24,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
1943 LT 39,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
2948 NN 64,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
5951 CK 19,Mini,Copper 1.6 16V,115,courte,5,5,gris,true,12740
1716 WM 29,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,gris,false,31790
4203 UH 64,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
738 JB 14,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
2263 EM 88,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
9871 PP 55,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
294 UT 35,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
3267 ID 20,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
8343 NI 56,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,true,15644
3266 QA 48,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,true,16029
9202 VI 54,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
1962 HL 68,Mercedes,S500,306,tr�s longue,5,5,rouge,false,101300
7947 HH 88,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
3073 SW 27,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
2044 UT 54,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
1064 MC 77,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
2012 WY 44,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
9404 IK 54,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
7371 UM 19,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
4865 RL 42,Mercedes,A200,136,moyenne,5,5,gris,true,18130
4821 TM 72,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5927 DU 51,Mercedes,A200,136,moyenne,5,5,noir,false,25900
1261 SX 36,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
1015 NU 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
6993 ZH 43,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
5797 NE 62,BMW,M5,507,tr�s longue,5,5,gris,false,94800
9194 RG 83,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
5725 JH 19,Audi,A2 1.4,75,courte,5,5,gris,false,18310
5850 IL 26,BMW,M5,507,tr�s longue,5,5,noir,true,66360
9431 EP 49,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
6077 EO 29,Mercedes,A200,136,moyenne,5,5,rouge,false,25900
6372 JT 88,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
1482 KA 18,Mercedes,S500,306,tr�s longue,5,5,blanc,false,101300
2464 PC 83,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
1618 TD 87,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
4816 CE 96,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
1693 VX 68,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
5139 MP 65,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
1521 SY 62,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
3475 OT 53,BMW,M5,507,tr�s longue,5,5,gris,true,66360
4076 NM 93,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
3427 YQ 63,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
6535 HO 80,BMW,M5,507,tr�s longue,5,5,gris,false,94800
671 IK 16,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
8739 PQ 23,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
5905 ZC 63,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
6205 TW 25,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6808 TV 66,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
1355 VN 23,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
272 OK 23,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
2829 IU 42,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
7678 PP 50,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
6479 JX 95,BMW,M5,507,tr�s longue,5,5,noir,false,94800
9811 MM 63,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
9027 GP 26,Peugeot,1007 1.4,75,courte,5,5,bleu,true,9625
9126 YN 21,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
5721 PX 83,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1036 FY 17,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
3257 YI 30,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
8721 HJ 63,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
9317 AO 70,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,true,34440
1966 VL 53,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
1497 WU 19,BMW,120i,150,moyenne,5,5,gris,true,25060
6595 UG 11,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
5068 MX 69,Mercedes,A200,136,moyenne,5,5,gris,true,18130
8539 IU 17,Mercedes,S500,306,tr�s longue,5,5,rouge,false,101300
3007 AZ 23,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
3868 WH 92,Daihatsu,Cuore 1.0,58,courte,5,3,bleu,false,8850
426 MA 82,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
438 SQ 23,BMW,M5,507,tr�s longue,5,5,gris,false,94800
1827 CO 89,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
65 FS 54,BMW,120i,150,moyenne,5,5,bleu,true,25060
7976 YQ 80,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7553 VC 88,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
3089 DX 19,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
4099 RH 68,Volvo,S80 T6,272,tr�s longue,5,5,rouge,true,35350
7457 HM 72,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
47 XQ 14,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
180 SS 16,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
3125 ZO 84,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
7216 KX 64,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
1554 CK 71,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
8245 LX 29,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2842 ZM 28,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
9231 QD 53,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
5709 IH 70,Audi,A2 1.4,75,courte,5,5,gris,false,18310
7456 ED 55,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
8052 ZK 80,Audi,A2 1.4,75,courte,5,5,noir,false,18310
552 FQ 22,Renault,Laguna 2.0T,170,longue,5,5,rouge,true,19110
5474 GB 84,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
1311 DF 26,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
5381 SZ 73,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
3463 MC 15,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
1876 MW 48,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
7116 PW 54,BMW,M5,507,tr�s longue,5,5,noir,false,94800
416 DH 59,Nissan,Almera 1.8,115,moyenne,5,5,blanc,false,16450
1733 LS 43,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
5333 RX 40,Audi,A2 1.4,75,courte,5,5,noir,false,18310
3170 IW 89,Kia,Picanto 1.1,65,courte,5,5,rouge,false,8990
3239 QO 52,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
