situationFamiliale,age,sexe,taux,nbEnfantsAcharge,puissance,nbPlaces,nbPortes
En Couple,77,1,151,1,109,5,5
Seule,56,1,232,1,200,5,5
Célibataire,34,1,943,1,75,5,5
Célibataire,82,1,591,1,75,5,5
En Couple,80,1,516,1,306,5,5
En Couple,68,1,203,1,272,5,5
En Couple,33,1,1093,1,197,5,5
Célibataire,24,1,562,1,135,5,5
Célibataire,25,1,208,1,110,5,5
Célibataire,46,1,997,1,75,5,5
Célibataire,18,1,232,1,115,5,5
En Couple,40,1,1,1,507,5,5
Célibataire,42,1,487,1,75,5,5
En Couple,18,1,419,1,245,5,5
En Couple,39,1,479,1,245,5,5
En Couple,56,1,204,1,147,5,5
En Couple,48,1,1363,1,75,5,5
Célibataire,41,1,477,1,135,5,5
En Couple,37,1,791,1,507,5,5
En Couple,45,1,563,1,75,5,5
En Couple,75,1,592,1,150,5,5
Célibataire,25,1,1195,1,75,5,5
Célibataire,22,1,410,1,75,5,5
En Couple,32,1,983,1,507,5,5
Marié(e),58,1,480,1,245,5,5
En Couple,79,1,470,1,150,5,5
En Couple,44,1,1324,1,75,5,5
Célibataire,25,1,572,1,150,5,5
Célibataire,35,1,423,1,75,5,5
En Couple,52,1,410,1,507,5,5
Célibataire,18,1,474,1,150,5,5
En Couple,19,1,1171,1,197,5,5
En Couple,63,1,427,1,306,5,5
En Couple,50,1,1084,1,507,5,5
En Couple,40,1,1085,1,197,5,5
En Couple,45,1,178,1,245,5,5
En Couple,22,1,405,1,147,5,5
Célibataire,26,1,404,1,135,5,5
En Couple,24,1,190,1,245,5,5
En Couple,31,1,551,1,507,5,5
Seule,21,1,844,1,197,5,5
En Couple,43,1,1369,1,197,5,5
En Couple,51,1,471,1,507,5,5
En Couple,70,1,1036,1,306,5,5
Célibataire,41,1,850,1,75,5,5
En Couple,22,1,468,1,272,5,5
Célibataire,65,1,228,1,55,5,3
En Couple,81,1,220,1,272,5,5
En Couple,79,1,517,1,306,5,5
0,21,1,226,1,135,5,5
En Couple,39,1,1318,1,507,5,5
En Couple,40,1,814,1,507,5,5
Célibataire,29,1,1299,1,75,5,5
Seule,76,1,481,1,306,5,5
En Couple,33,1,727,1,115,5,5
Célibataire,39,1,1126,1,75,5,5
En Couple,29,1,488,1,245,5,5
En Couple,54,1,506,1,245,5,5
En Couple,44,1,1044,1,507,5,5
En Couple,57,1,1322,1,507,5,5
Célibataire,44,1,592,1,75,5,5
Célibataire,66,1,1367,1,136,5,5
Célibataire,24,1,1056,1,75,5,5
Célibataire,69,1,1336,1,75,5,5
Célibataire,35,1,798,1,75,5,5
En Couple,55,1,194,1,200,5,5
En Couple,35,1,528,1,75,5,5
En Couple,25,1,944,1,197,5,5
En Couple,61,1,459,1,75,5,5
En Couple,50,1,226,1,109,5,5
Seule,26,1,1017,1,507,5,5
En Couple,20,1,201,1,200,5,5
En Couple,46,1,598,1,507,5,5
Célibataire,32,1,522,1,135,5,5
En Couple,46,1,1353,1,197,5,5
Célibataire,18,1,1362,1,75,5,5
En Couple,24,1,245,1,245,5,5
Célibataire,41,1,185,1,55,5,3
En Couple,67,1,243,1,272,5,5
En Couple,36,1,478,1,507,5,5
En Couple,19,1,598,1,245,5,5
Célibataire,29,1,186,1,75,5,5
En Couple,55,1,475,1,75,5,5
En Couple,60,1,431,1,245,5,5
Célibataire,65,1,567,1,75,5,5
En Couple,25,1,221,1,65,5,5
Seule,41,1,930,1,197,5,5
En Couple,51,1,488,1,507,5,5
En Couple,47,1,531,1,507,5,5
En Couple,41,1,563,1,197,5,5
En Couple,56,1,793,1,75,5,5
Célibataire,48,1,566,1,150,5,5
En Couple,51,1,164,1,109,5,5
En Couple,59,1,442,1,507,5,5
Célibataire,77,1,877,1,136,5,5
En Couple,32,1,554,1,75,5,5
En Couple,30,1,1177,1,507,5,5
Célibataire,56,1,246,1,150,5,5
Célibataire,23,1,599,1,150,5,5
Célibataire,42,1,164,1,58,5,3
Célibataire,53,1,1104,1,75,5,5
Célibataire,28,1,1338,1,115,5,5
Célibataire,42,1,581,1,135,5,5
En Couple,25,1,544,1,147,5,5
En Couple,29,1,189,1,245,5,5
En Couple,64,1,213,1,272,5,5
Célibataire,41,1,1203,1,75,5,5
Célibataire,46,1,182,1,58,5,3
Célibataire,36,1,1339,1,75,5,5
En Couple,42,1,492,1,245,5,5
En Couple,18,1,558,1,170,5,5
En Couple,18,1,844,1,75,5,5
Célibataire,32,1,454,1,75,5,5
En Couple,28,1,150,1,272,5,5
En Couple,27,1,169,1,147,5,5
En Couple,27,1,540,1,507,5,5
En Couple,39,1,812,1,75,5,5
Seule,22,1,845,1,507,5,5
Seule,52,1,528,1,170,5,5
En Couple,27,1,1050,1,75,5,5
En Couple,31,1,483,1,147,5,5
Célibataire,37,1,470,1,135,5,5
En Couple,37,1,790,1,507,5,5
Seule,83,1,870,1,150,5,5
Célibataire,36,1,717,1,75,5,5
En Couple,55,1,505,1,125,5,5
En Couple,64,1,527,1,306,5,5
En Couple,51,1,221,1,75,5,5
En Couple,21,1,1105,1,507,5,5
Célibataire,51,1,1396,1,75,5,5
Célibataire,57,1,850,1,75,5,5
En Couple,36,1,1334,1,197,5,5
Célibataire,31,1,431,1,75,5,5
Célibataire,21,1,560,1,75,5,5
En Couple,21,1,1126,1,507,5,5
En Couple,72,1,1135,1,306,5,5
Célibataire,22,1,487,1,75,5,5
En Couple,29,1,233,1,272,5,5
En Couple,20,1,512,1,507,5,5
En Couple,28,1,518,1,125,5,5
Célibataire,43,1,1175,1,75,5,5
En Couple,27,1,576,1,507,5,5
En Couple,76,1,194,1,272,5,5
En Couple,23,1,245,1,109,5,5
En Couple,27,1,903,1,507,5,5
En Couple,69,1,1355,1,306,5,5
Marié(e),84,1,488,1,306,5,5
Célibataire,25,1,918,1,75,5,5
En Couple,35,1,220,1,109,5,5
En Couple,45,1,1297,1,197,5,5
En Couple,29,1,214,1,147,5,5
En Couple,51,1,1235,1,507,5,5
Célibataire,18,1,885,1,115,5,5
En Couple,39,1,842,1,197,5,5
Célibataire,34,1,442,1,150,5,5
En Couple,21,1,587,1,245,5,5
Seule,23,1,512,1,125,5,5
En Couple,18,1,880,1,197,5,5
Célibataire,18,1,593,1,150,5,5
En Couple,72,1,537,1,306,5,5
En Couple,72,1,537,1,245,5,5
Célibataire,77,1,866,1,115,5,5
En Couple,54,1,546,1,507,5,5
En Couple,40,1,470,1,507,5,5
En Couple,25,1,876,1,75,5,5
En Couple,37,1,1119,1,197,5,5
En Couple,83,1,1157,1,75,5,5
En Couple,46,1,534,1,75,5,5
En Couple,23,1,568,1,507,5,5
Célibataire,28,1,1038,1,75,5,5
En Couple,39,1,458,1,75,5,5
En Couple,33,1,459,1,197,5,5
Célibataire,19,1,158,1,58,5,3
En Couple,76,1,547,1,306,5,5
En Couple,20,1,588,1,272,5,5
En Couple,33,1,523,1,147,5,5
En Couple,29,1,200,1,170,5,5
En Couple,48,1,1211,1,197,5,5
Célibataire,47,1,524,1,150,5,5
Célibataire,74,1,533,1,75,5,5
Célibataire,37,1,223,1,75,5,5
En Couple,20,1,187,1,125,5,5
En Couple,50,1,510,1,147,5,5
Marié(e),18,1,445,1,75,5,5
Célibataire,44,1,202,1,55,5,3
En Couple,25,1,598,1,125,5,5
En Couple,41,1,871,1,507,5,5
En Couple,46,1,917,1,197,5,5
En Couple,39,1,585,1,170,5,5
Seule,39,1,1045,1,507,5,5
En Couple,46,1,595,1,507,5,5
En Couple,83,1,549,1,306,5,5
En Couple,63,1,477,1,150,5,5
Célibataire,22,1,1048,1,75,5,5
En Couple,74,1,505,1,306,5,5
Seule,53,1,724,1,197,5,5
Célibataire,39,1,1136,1,75,5,5
Célibataire,51,1,714,1,75,5,5
En Couple,42,1,163,1,65,5,5
En Couple,28,1,234,1,200,5,5
En Couple,56,1,415,1,245,5,5
Célibataire,35,1,193,1,90,5,5
En Couple,54,1,1358,1,507,5,5
Célibataire,37,1,408,1,150,5,5
En Couple,57,1,1223,1,115,5,5
En Couple,71,1,548,1,150,5,5
En Couple,77,1,1217,1,75,5,5
En Couple,75,1,441,1,306,5,5
En Couple,20,1,234,1,125,5,5
Célibataire,49,1,493,1,135,5,5
En Couple,18,1,423,1,272,5,5
Célibataire,40,1,565,1,150,5,5
En Couple,49,1,510,1,75,5,5
En Couple,36,1,931,1,507,5,5
En Couple,28,1,176,1,75,5,5
En Couple,46,1,1214,1,197,5,5
En Couple,83,1,244,1,75,5,5
Célibataire,61,1,1169,1,136,5,5
En Couple,82,1,1247,1,306,5,5
En Couple,51,1,402,1,197,5,5
Célibataire,26,1,855,1,75,5,5
En Couple,34,1,244,1,193,5,5
En Couple,41,1,463,1,147,5,5
En Couple,38,1,554,1,507,5,5
Célibataire,29,1,1034,1,75,5,5
Célibataire,28,1,1143,1,75,5,5
En Couple,29,1,166,1,65,5,5
En Couple,28,1,568,1,507,5,5
1,53,1,151,1,272,5,5
Célibataire,29,1,481,1,150,5,5
Célibataire,76,1,767,1,136,5,5
En Couple,66,1,207,1,109,5,5
Célibataire,31,1,803,1,75,5,5
Célibataire,56,1,524,1,110,5,5
En Couple,24,1,161,1,109,5,5
En Couple,18,1,167,1,109,5,5
En Couple,39,1,194,1,147,5,5
Seule,34,1,460,1,170,5,5
En Couple,21,1,165,1,245,5,5
En Couple,26,1,1094,1,507,5,5
En Couple,53,1,209,1,125,5,5
En Couple,30,1,169,1,125,5,5
Célibataire,49,1,457,1,150,5,5
Célibataire,29,1,467,1,55,5,3
Célibataire,75,1,171,1,55,5,3
En Couple,25,0,505,1,125,5,5
Célibataire,39,1,229,1,75,5,5
En Couple,50,1,538,1,507,5,5
Célibataire,81,1,153,1,65,5,5
En Couple,52,1,580,1,197,5,5
En Couple,29,1,540,1,245,5,5
En Couple,28,1,219,1,125,5,5
Célibataire,46,1,1375,1,115,5,5
En Couple,71,1,540,1,150,5,5
En Couple,50,1,1271,1,197,5,5
En Couple,24,1,952,1,507,5,5
En Couple,21,1,492,1,272,5,5
Seule,33,1,211,1,272,5,5
En Couple,84,1,431,1,306,5,5
En Couple,28,1,555,1,245,5,5
En Couple,46,1,241,1,272,5,5
En Couple,28,1,517,1,272,5,5
En Couple,31,1,480,1,507,5,5
Célibataire,40,1,509,1,75,5,5
En Couple,60,1,184,1,272,5,5
En Couple,77,1,1394,1,150,5,5
Seule,20,1,1150,1,197,5,5
En Couple,26,1,429,1,147,5,5
En Couple,80,1,596,1,306,5,5
Célibataire,44,1,591,1,150,5,5
Célibataire,47,1,224,1,135,5,5
En Couple,57,0,934,1,197,5,5
En Couple,75,1,468,1,306,5,5
En Couple,68,1,530,1,150,5,5
En Couple,58,1,444,1,245,5,5
En Couple,68,1,456,1,150,5,5
Célibataire,33,1,162,1,55,5,3
En Couple,39,1,1037,1,197,5,5
Célibataire,18,1,532,1,150,5,5
Seule,40,1,1271,1,507,5,5
Célibataire,22,1,151,1,90,5,5
En Couple,25,1,522,1,272,5,5
En Couple,21,1,570,1,197,5,5
Célibataire,42,1,558,1,150,5,5
En Couple,29,1,911,1,507,5,5
En Couple,44,1,877,1,507,5,5
En Couple,26,1,818,1,507,5,5
En Couple,57,1,227,1,200,5,5
En Couple,39,1,475,1,75,5,5
Célibataire,20,1,1365,1,75,5,5
Célibataire,29,1,402,1,135,5,5
En Couple,24,1,249,1,272,5,5
En Couple,23,1,784,1,507,5,5
Célibataire,25,1,159,1,115,5,5
En Couple,41,1,1198,1,507,5,5
En Couple,32,1,898,1,507,5,5
En Couple,77,1,181,1,102,5,5
En Couple,42,1,1239,1,507,5,5
En Couple,54,0,585,1,170,5,5
Célibataire,29,1,538,1,55,5,3
Seule,27,1,1330,1,197,5,5
En Couple,36,1,1346,1,507,5,5
En Couple,33,1,932,1,507,5,5
Célibataire,23,1,594,1,110,5,5
En Couple,69,1,1029,1,150,5,5
Célibataire,19,1,205,1,65,5,5
Célibataire,20,1,841,1,75,5,5
Célibataire,39,1,1374,1,75,5,5
Célibataire,43,1,536,1,75,5,5
En Couple,36,1,198,1,272,5,5
En Couple,66,1,458,1,150,5,5
En Couple,26,1,150,1,75,5,5
En Couple,57,1,521,1,272,5,5
En Couple,19,1,401,1,125,5,5
En Couple,46,1,520,1,245,5,5
En Couple,71,1,227,1,193,5,5
Seul,42,1,466,1,75,5,5
Célibataire,53,1,184,1,65,5,5
En Couple,75,1,921,1,306,5,5
Célibataire,0,1,249,1,55,5,3
En Couple,50,1,594,1,197,5,5
En Couple,53,1,472,1,55,5,3
Célibataire,43,1,490,1,135,5,5
En Couple,79,1,481,1,306,5,5
En Couple,68,1,1206,1,75,5,5
Seule,61,1,475,1,150,5,5
Célibataire,34,1,187,1,65,5,5
En Couple,69,1,997,1,306,5,5
En Couple,56,1,454,1,125,5,5
Marié(e),29,1,911,1,507,5,5
Célibataire,40,1,492,1,150,5,5
En Couple,71,1,215,1,193,5,5
En Couple,39,1,404,1,125,5,5
Célibataire,33,1,481,1,150,5,5
En Couple,32,1,1104,1,197,5,5
En Couple,35,1,532,1,245,5,5
En Couple,22,1,576,1,507,5,5
Célibataire,40,1,518,1,150,5,5
Célibataire,28,1,1072,1,75,5,5
En Couple,72,1,549,1,306,5,5
Célibataire,79,1,581,1,136,5,5
Célibataire,36,1,200,1,55,5,3
En Couple,66,1,195,1,125,5,5
Célibataire,65,1,1063,1,75,5,5
En Couple,31,1,232,1,272,5,5
En Couple,51,1,1289,1,197,5,5
En Couple,55,1,425,1,272,5,5
En Couple,18,1,509,1,147,5,5
En Couple,38,1,1035,1,507,5,5
En Couple,53,1,550,1,245,5,5
Célibataire,49,1,934,1,75,5,5
En Couple,71,1,429,1,55,5,3
En Couple,30,1,1104,1,197,5,5
Seule,34,1,481,1,147,5,5
En Couple,28,1,954,1,507,5,5
Célibataire,23,1,1089,1,75,5,5
En Couple,57,1,482,1,272,5,5
En Couple,48,1,909,1,197,5,5
Célibataire,39,1,406,1,150,5,5
Seule,36,1,243,1,147,5,5
En Couple,84,1,523,1,306,5,5
En Couple,22,1,184,1,245,5,5
En Couple,21,1,739,1,197,5,5
En Couple,50,1,538,1,170,5,5
En Couple,72,1,438,1,306,5,5
En Couple,38,1,482,1,125,5,5
En Couple,28,0,431,1,197,5,5
En Couple,78,1,511,1,150,5,5
En Couple,29,1,232,1,272,5,5
En Couple,20,1,577,1,272,5,5
Célibataire,31,1,804,1,75,5,5
Célibataire,59,1,735,1,75,5,5
En Couple,38,1,468,1,245,5,5
En Couple,38,1,764,1,507,5,5
En Couple,25,1,1119,1,197,5,5
En Couple,18,1,536,1,75,5,5
En Couple,30,1,573,1,55,5,3
Seul,37,1,1354,1,75,5,5
Célibataire,53,1,1296,1,75,5,5
En Couple,44,1,793,1,507,5,5
Célibataire,48,1,499,1,75,5,5
En Couple,27,1,985,1,507,5,5
En Couple,43,1,180,1,125,5,5
En Couple,30,1,404,1,170,5,5
En Couple,80,1,464,1,75,5,5
Célibataire,23,1,576,1,150,5,5
Célibataire,36,1,447,1,75,5,5
Célibataire,26,1,815,1,75,5,5
En Couple,43,1,460,1,170,5,5
Célibataire,25,1,472,1,55,5,3
En Couple,65,1,534,1,55,5,3
En Couple,38,1,1194,1,507,5,5
Seule,49,1,598,1,245,5,5
Célibataire,82,1,520,1,136,5,5
En Couple,78,1,487,1,306,5,5
En Couple,76,1,217,1,200,5,5
Célibataire,39,1,500,1,150,5,5
En Couple,42,1,543,1,125,5,5
Célibataire,18,1,915,1,75,5,5
Seule,57,1,704,1,197,5,5
En Couple,47,1,872,1,507,5,5
Célibataire,75,1,428,1,136,5,5
En Couple,61,1,849,1,75,5,5
En Couple,29,1,1331,1,75,5,5
Célibataire,31,1,482,1,75,5,5
En Couple,22,0,441,1,245,5,5
Célibataire,45,1,404,1,55,5,3
En Couple,18,1,161,1,272,5,5
En Couple,38,1,194,1,58,5,3
Seule,47,1,557,1,197,5,5
En Couple,64,1,522,1,306,5,5
En Couple,76,1,443,1,306,5,5
Seule,27,1,875,1,197,5,5
Célibataire,72,1,403,1,75,5,5
En Couple,59,1,588,1,147,5,5
En Couple,80,1,592,1,306,5,5
En Couple,41,1,231,1,102,5,5
En Couple,69,1,553,1,306,5,5
En Couple,53,1,1249,1,507,5,5
Célibataire,35,1,1385,1,75,5,5
Célibataire,21,1,180,1,55,5,3
En Couple,29,1,430,1,197,5,5
En Couple,37,1,175,1,272,5,5
En Couple,52,1,1117,1,507,5,5
Célibataire,20,1,746,1,75,5,5
Célibataire,57,1,165,1,90,5,5
Célibataire,64,1,990,1,136,5,5
Célibataire,23,1,496,1,150,5,5
Célibataire,69,1,1060,1,136,5,5
Célibataire,18,1,152,1,75,5,5
En Couple,58,1,1134,1,197,5,5
En Couple,44,1,228,1,272,5,5
En Couple,28,1,434,1,507,5,5
Célibataire,18,1,433,1,135,5,5
En Couple,27,1,563,1,507,5,5
Célibataire,48,1,412,1,75,5,5
Célibataire,19,1,1145,1,75,5,5
En Couple,25,1,232,1,245,5,5
En Couple,30,1,553,1,272,5,5
Seule,81,1,426,1,306,5,5
Seule,50,1,589,1,197,5,5
Célibataire,19,1,441,1,135,5,5
En Couple,77,1,493,1,55,5,3
En Couple,26,1,404,1,170,5,5
Célibataire,24,1,154,1,115,5,5
Célibataire,55,1,510,1,150,5,5
En Couple,47,1,506,1,507,5,5
En Couple,23,1,1205,1,507,5,5
En Couple,24,1,575,1,272,5,5
En Couple,27,1,745,1,507,5,5
Célibataire,18,1,480,1,150,5,5
En Couple,46,1,576,1,197,5,5
En Couple,35,1,921,1,197,5,5
Célibataire,24,1,170,1,65,5,5
En Couple,81,1,1027,1,150,5,5
Célibataire,22,1,1187,1,75,5,5
En Couple,21,1,414,1,55,5,3
En Couple,37,1,511,1,75,5,5
En Couple,63,1,463,1,150,5,5
En Couple,27,1,448,1,147,5,5
En Couple,47,1,420,1,147,5,5
Célibataire,40,1,517,1,75,5,5
En Couple,28,1,440,1,245,5,5
Marié(e),78,1,1365,1,306,5,5
En Couple,27,1,547,1,147,5,5
En Couple,20,1,562,1,272,5,5
Célibataire,19,1,192,1,75,5,5
En Couple,36,1,566,1,272,5,5
Célibataire,22,1,498,1,135,5,5
En Couple,52,1,211,1,193,5,5
En Couple,22,1,235,1,147,5,5
En Couple,68,1,524,1,150,5,5
En Couple,58,1,208,1,58,5,3
En Couple,20,1,888,1,75,5,5
En Couple,25,1,208,1,75,5,5
En Couple,46,1,515,1,75,5,5
En Couple,24,1,413,1,507,5,5
En Couple,69,1,1001,1,150,5,5
Célibataire,38,1,555,1,150,5,5
Célibataire,31,1,227,1,90,5,5
En Couple,31,1,1386,1,507,5,5
En Couple,53,1,491,1,272,5,5
En Couple,74,1,515,1,306,5,5
Seule,27,1,512,1,272,5,5
En Couple,29,1,1074,1,197,5,5
Célibataire,47,1,575,1,75,5,5
Célibataire,58,1,543,1,150,5,5
En Couple,27,1,742,1,75,5,5
En Couple,78,1,776,1,306,5,5
En Couple,73,1,885,1,150,5,5
Célibataire,66,1,588,1,55,5,3
Célibataire,26,1,449,1,150,5,5
En Couple,59,1,544,1,125,5,5
En Couple,60,1,1102,1,197,5,5
En Couple,49,1,1245,1,197,5,5
Divorcée,26,1,470,1,197,5,5
En Couple,23,1,969,1,507,5,5
Célibataire,81,1,447,1,75,5,5
En Couple,52,1,495,1,147,5,5
En Couple,41,1,715,1,75,5,5
En Couple,39,1,768,1,75,5,5
En Couple,35,1,249,1,272,5,5
Célibataire,29,1,953,1,75,5,5
En Couple,41,1,465,1,272,5,5
Célibataire,40,1,176,1,150,5,5
En Couple,25,1,896,1,507,5,5
En Couple,54,1,729,1,507,5,5
En Couple,32,1,564,1,272,5,5
En Couple,26,1,596,1,272,5,5
En Couple,36,1,1195,1,197,5,5
En Couple,61,1,231,1,75,5,5
En Couple,62,1,176,1,125,5,5
En Couple,53,1,540,1,115,5,5
Seule,22,1,411,1,147,5,5
En Couple,58,1,1210,1,197,5,5
En Couple,31,1,797,1,507,5,5
Célibataire,81,1,548,1,136,5,5
En Couple,30,1,1290,1,507,5,5
En Couple,20,1,507,1,147,5,5
En Couple,58,1,592,1,197,5,5
En Couple,34,1,450,1,170,5,5
En Couple,19,1,248,1,272,5,5
Célibataire,33,1,1260,1,75,5,5
Célibataire,33,1,1260,1,272,5,5
Célibataire,22,1,247,1,55,5,3
Célibataire,57,1,991,1,75,5,5
En Couple,21,1,458,1,507,5,5
En Couple,47,1,1025,1,197,5,5
En Couple,49,1,406,1,272,5,5
En Couple,21,1,1061,1,197,5,5
Célibataire,58,1,1077,1,75,5,5
Célibataire,58,1,981,1,75,5,5
En Couple,62,1,525,1,150,5,5
En Couple,35,1,1300,1,75,5,5
Seule,28,1,418,1,125,5,5
En Couple,39,1,784,1,507,5,5
En Couple,41,1,782,1,197,5,5
En Couple,81,1,416,1,150,5,5
Célibataire,44,1,1000,1,75,5,5
En Couple,22,1,198,1,272,5,5
En Couple,21,1,1219,1,75,5,5
Célibataire,73,1,185,1,55,5,3
En Couple,29,1,583,1,245,5,5
Célibataire,57,1,220,1,75,5,5
En Couple,50,1,1005,1,75,5,5
En Couple,54,1,521,1,272,5,5
Célibataire,38,1,489,1,150,5,5
En Couple,50,1,1228,1,507,5,5
En Couple,25,1,1347,1,75,5,5
En Couple,33,1,560,1,197,5,5
En Couple,55,1,409,1,507,5,5
En Couple,37,1,455,1,147,5,5
En Couple,57,1,450,1,272,5,5
En Couple,45,1,215,1,102,5,5
En Couple,34,1,855,1,197,5,5
En Couple,27,1,202,1,102,5,5
En Couple,21,1,1211,1,507,5,5
En Couple,18,0,511,1,125,5,5
Célibataire,58,1,188,1,65,5,5
Célibataire,32,1,164,1,55,5,3
En Couple,82,1,463,1,306,5,5
En Couple,19,1,233,1,125,5,5
En Couple,1,1,543,1,306,5,5
En Couple,65,1,230,1,200,5,5
En Couple,53,1,1312,1,507,5,5
En Couple,45,1,939,1,197,5,5
Célibataire,25,1,1102,1,75,5,5
Célibataire,27,1,731,1,115,5,5
Célibataire,41,1,427,1,115,5,5
En Couple,29,1,569,1,272,5,5
En Couple,32,1,1044,1,507,5,5
Célibataire,33,1,230,1,75,5,5
En Couple,40,1,1235,1,507,5,5
En Couple,26,1,498,1,272,5,5
En Couple,38,1,536,1,245,5,5
En Couple,20,1,1104,1,197,5,5
Seule,53,1,552,1,147,5,5
En Couple,68,1,172,1,75,5,5
En Couple,75,1,1030,1,306,5,5
En Couple,36,1,493,1,245,5,5
En Couple,24,1,729,1,75,5,5
Célibataire,56,1,1046,1,75,5,5
Célibataire,67,1,1078,1,75,5,5
En Couple,26,1,222,1,200,5,5
En Couple,54,1,542,1,245,5,5
Célibataire,81,1,1010,1,136,5,5
En Couple,52,1,423,1,272,5,5
Célibataire,32,1,1259,1,75,5,5
Célibataire,68,1,411,1,75,5,5
En Couple,55,1,210,1,102,5,5
En Couple,34,1,245,1,147,5,5
Célibataire,50,1,957,1,75,5,5
Célibataire,45,1,478,1,75,5,5
En Couple,57,1,488,1,507,5,5
En Couple,46,1,1273,1,197,5,5
Célibataire,38,1,518,1,75,5,5
En Couple,27,1,404,1,197,5,5
En Couple,21,1,766,1,507,5,5
En Couple,23,1,169,1,272,5,5
Célibataire,23,1,529,1,135,5,5
En Couple,30,1,205,1,200,5,5
1,48,1,762,1,507,5,5
Célibataire,21,1,542,1,135,5,5
Célibataire,75,1,245,1,135,5,5
En Couple,32,1,1164,1,197,5,5
En Couple,35,1,533,1,125,5,5
En Couple,52,1,568,1,245,5,5
En Couple,55,1,444,1,272,5,5
En Couple,48,1,580,1,75,5,5
Célibataire,37,1,444,1,135,5,5
En Couple,53,1,187,1,102,5,5
Célibataire,69,1,1011,1,75,5,5
En Couple,41,1,732,1,507,5,5
Célibataire,67,1,1326,1,136,5,5
En Couple,59,1,433,1,125,5,5
En Couple,20,1,520,1,125,5,5
Seule,18,1,413,1,197,5,5
Célibataire,37,1,1240,1,75,5,5
En Couple,46,1,553,1,170,5,5
1,44,1,467,1,125,5,5
Célibataire,65,1,715,1,115,5,5
Célibataire,56,1,423,1,55,5,3
En Couple,68,1,821,1,75,5,5
En Couple,30,1,933,1,507,5,5
En Couple,53,1,236,1,245,5,5
Célibataire,70,1,752,1,75,5,5
En Couple,49,1,883,1,75,5,5
En Couple,18,1,452,1,507,5,5
En Couple,31,1,433,1,272,5,5
En Couple,53,1,1254,0,507,5,5
Célibataire,48,1,412,1,150,5,5
En Couple,31,1,543,1,75,5,5
En Couple,47,1,496,1,507,5,5
Célibataire,46,1,518,1,150,5,5
En Couple,81,1,234,1,272,5,5
Célibataire,26,1,456,1,55,5,3
En Couple,51,1,1258,1,507,5,5
En Couple,73,1,559,1,306,5,5
En Couple,22,1,1264,1,507,5,5
Célibataire,22,1,534,1,75,5,5
Célibataire,72,1,1211,1,136,5,5
En Couple,82,1,802,1,150,5,5
En Couple,68,1,556,1,306,5,5
En Couple,38,1,451,1,272,5,5
En Couple,35,1,458,1,245,5,5
Célibataire,38,1,513,1,75,5,5
En Couple,47,1,209,1,125,5,5
Célibataire,21,1,484,1,75,5,5
En Couple,46,1,151,1,193,5,5
En Couple,53,1,509,1,272,5,5
En Couple,67,1,751,1,75,5,5
Célibataire,22,1,447,1,55,5,3
En Couple,21,1,574,1,245,5,5
En Couple,26,1,423,1,125,5,5
Célibataire,51,1,1095,1,75,5,5
En Couple,53,1,857,1,507,5,5
Célibataire,44,1,595,1,75,5,5
En Couple,31,1,441,0,147,5,5
En Couple,51,1,449,1,147,5,5
En Couple,78,1,238,1,245,5,5
Célibataire,25,1,248,1,58,5,3
Célibataire,25,1,1265,1,75,5,5
En Couple,18,1,449,1,272,5,5
Célibataire,30,1,223,1,115,5,5
Célibataire,52,1,588,1,55,5,3
En Couple,39,1,479,1,507,5,5
Célibataire,70,1,724,1,75,5,5
Célibataire,49,1,400,1,150,5,5
Célibataire,44,1,183,1,75,5,5
En Couple,48,1,555,1,272,5,5
Célibataire,52,1,524,1,75,5,5
En Couple,31,1,438,1,507,5,5
En Couple,28,1,895,1,197,5,5
Célibataire,28,1,1078,1,75,5,5
En Couple,32,1,172,1,272,5,5
En Couple,59,1,514,1,197,5,5
Célibataire,33,1,176,1,55,5,3
Célibataire,81,1,186,1,75,5,5
Célibataire,74,1,796,1,75,5,5
En Couple,72,1,412,1,55,5,3
Célibataire,72,1,556,1,75,5,5
En Couple,28,1,1306,1,197,5,5
En Couple,33,1,458,1,147,5,5
Célibataire,75,1,165,1,58,5,3
Célibataire,36,1,1141,1,75,5,5
Célibataire,18,1,474,1,150,5,5
En Couple,35,1,1393,1,197,5,5
En Couple,48,1,188,1,102,5,5
En Couple,80,1,462,1,306,5,5
Célibataire,32,1,1364,1,75,5,5
En Couple,19,1,409,1,507,5,5
Seule,49,1,412,1,125,5,5
En Couple,76,1,566,1,150,5,5
En Couple,20,1,744,1,197,5,5
En Couple,18,1,1088,1,507,5,5
Célibataire,59,1,1048,1,75,5,5
En Couple,26,1,599,1,147,5,5
Célibataire,19,1,535,1,150,5,5
En Couple,28,1,207,1,170,5,5
En Couple,47,1,231,1,102,5,5
En Couple,42,1,568,1,507,5,5
Célibataire,37,1,938,1,75,5,5
En Couple,78,1,757,1,150,5,5
En Couple,21,1,517,1,272,5,5
Célibataire,38,1,734,1,75,5,5
En Couple,34,1,188,1,147,5,5
En Couple,61,1,587,1,150,5,5
En Couple,54,1,444,1,170,5,5
En Couple,19,1,1130,1,507,5,5
En Couple,47,1,465,1,507,5,5
En Couple,30,1,1094,1,507,5,5
Marié(e),73,1,515,1,306,5,5
Célibataire,49,1,1156,1,75,5,5
En Couple,54,1,507,1,272,5,5
Célibataire,43,1,424,1,75,5,5
En Couple,40,1,983,1,507,5,5
En Couple,81,1,204,1,170,5,5
