age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
29,F,1253,En Couple,4,false,3258 HC 74
24,M,437,En Couple,0,false,8104 TF 33
58,M,409,C�libataire,0,false,986 UJ 30
31,M,460,En Couple,2,false,834 FI 14
38,M,1336,C�libataire,0,false,9019 AJ 60
36,M,193,En Couple,0,false,7436 JB 12
26,F,583,En Couple,3,false,4970 NZ 76
19,M,575,En Couple,3,false,9355 OD 46
18,M,209,En Couple,0,false,7012 EV 13
30,M,554,En Couple,3,true,355 EX 71
30,M,1246,En Couple,2,false,9065 VM 49
22,M,408,En Couple,3,true,1743 KE 83
57,M,418,En Couple,4,false,9785 IE 71
32,F,440,C�libataire,0,false,9064 VN 98
22,M,572,En Couple,1,true,2106 GT 43
61,M,478,En Couple,3,false,5388 FW 18
40,M,530,C�libataire,0,false,2031 BL 22
47,M,1351,C�libataire,0,false,6696 NO 57
56,M,1283,C�libataire, ,false,2034 MN 96
51,F,435,En Couple,2,false,6590 SM 70
32,M,231,C�libataire,0,false,3754 ND 28
51,M,765,C�libataire,0,false,384 DY 67
47,M,594,En Couple,1,false,8197 TD 85
40,M,464,C�libataire,0,false,8770 MT 35
65,M,565,C�libataire,0,false,1727 SS 28
66,M,540,C�libataire,0,false,8939 KO 24
21,M,992,En Couple,2,false,4361 JF 70
53,F,453,C�libataire,0,false,8420 VN 54
48,M,831,En Couple,2,false,9218 AS 86
45,M,849,En Couple,0,true,5751 LS 14
28,F,580,En Couple,3,true,945 NB 45
82,F,720,C�libataire,0,false,400 YE 55
55,N/D,1399,C�libataire,0,false,7976 XG 68
72,M,1232,En Couple,0,false,4639 FG 81
58,M,525,En Couple,3,false,6625 YI 45
50,F,582,C�libataire,0,false,4276 VG 22
54,M,246,C�libataire,0,false,8997 ZE 60
66,Masculin,502,En Couple,3,true,5137 EW 64
60,M,419,En Couple,0,true,8448 KN 54
72,M,540,En Couple,3,false,2155 TR 69
24,M,529,En Couple,0,false,2222 JO 41
45,F,494,C�libataire,0,false,7449 TY 48
22,M,1327,C�libataire,0,false,2784 DS 71
33,M,595,En Couple,3,false,611 KL 54
43,M,1045,En Couple,2,false,5400 EL 60
41,M,177,En Couple,1,false,787 YS 19
33,M,461,En Couple,0,true,9751 HE 57
84,F,248,En Couple,2,false,8279 VR 51
61,F,436,En Couple,0,false,7862 RE 41
31,M,170,En Couple,2,false,7420 UI 66
21,M,730,C�libataire,0,false,1465 CD 22
25,M,1016,En Couple,4,false,5988 EE 19
61,M,228,En Couple,4,false,7373 OT 25
68,Homme,186,C�libataire,0,false,273 PM 12
22,F,1343,C�libataire,0,false,6939 AN 29
39,M,1310,C�libataire,0,false,8503 FP 48
80,F,544,C�libataire,0,false,1394 XW 52
27,M,743,En Couple,4,true,1325 HL 28
19,M,457,C�libataire,0,false,6768 ZO 22
23,M,492,En Couple,1,false,3724 LV 49
31,M,199,En Couple,0,true,41 NN 53
66,M,210,C�libataire,0,false,6702 MT 84
44,M,867,En Couple,3,false,9278 BD 80
24,M,574,En Couple,1,true,6607 QD 44
27,M,590,Seule,1,false,2023 VC 74
72,M,522,En Couple,1,false,4687 UB 19
22,M,722,En Couple,1,false,5929 LT 60
22,F,578,En Couple,4,true,2766 IJ 91
63,M,406,En Couple,0,false,3600 GC 23
24,M,174,Seule,2,false,862 EV 81
55,M,845,En Couple,2,false,7846 GY 60
32,F,431,C�libataire,0,false,9892 YP 76
27,F,1008,En Couple,1,true,8137 OF 97
23,F,560,En Couple,2,false,4775 LO 74
?,M,419,En Couple,1,false,3657 DE 89
57,M,598,En Couple,3,false,2975 JQ 37
22,M,234,C�libataire,0,false,7302 ES 62
43,M,220,En Couple,0,false,5926 FD 47
36,M,206,En Couple,3,false,7046 PN 60
36,M,1061,C�libataire,0,false,1258 VZ 18
37,F,194,En Couple,2,true,8716 DQ 87
43,M,1044,En Couple,0,false,2601 RP 56
40,M,927,En Couple,0,false,4274 AE 26
23,M,936,En Couple,4,false,7698 SI 54
30,M,473,C�libataire,0,false,1984 RI 51
28,F,510,En Couple,4,false,2202 RT 90
64,M,556,N/D,3,false,1 EL 46
44,M,728,C�libataire,0,false,7732 YN 29
52,M,165,C�libataire,0,false,3381 RY 57
33,M,211,En Couple,2,false,3991 XA 24
61,M,482,En Couple,3,false,6073 CM 58
39,M,523,C�libataire,0,false,9116 BE 41
20,M,498,C�libataire,0,false,8496 CL 35
36,M,595,C�libataire,0,false,925 MZ 44
23,M,477,C�libataire,0,false,6381 OG 78
79,M,505,En Couple,3,true,7959 BI 12
51,F,1064,En Couple,1,false,1958 WH 24
75,M,962,En Couple,1,true,8856 ZZ 17
24,F,759,C�libataire,0,false,8754 DN 53
33,M,431,En Couple,1,false,5217 RC 79
59,M,169,Seul,0,false,9275 ZK 87
23,M,458,En Couple,4,true,8916 VF 63
51,M,913,En Couple,4,false,8685 MB 34
51,M,448,C�libataire,0,false,2486 MC 89
73,M,1086,En Couple,1,true,6212 KU 30
24,M,402,En Couple,4,true,3982 XR 39
24,M,599,C�libataire,0,false,7793 QA 23
51,M,534,En Couple,2,false,2372 ZG 45
46,M,442,En Couple,2,false,405 EA 90
57,M,532,En Couple,2,false,1458 RV 45
50,M,1355,C�libataire,0,false,5428 JJ 28
47,M,477,En Couple,0,true,310 SP 40
46,M,508,C�libataire,0,false,4867 GK 62
45,F,1371,En Couple,0,false,5917 GA 70
41,M,571,En Couple,3,false,2714 ZD 80
60,F,451,C�libataire,0,false,6841 NB 29
57,M,570,En Couple,4,false,339 CB 76
73,M,594,C�libataire,0,false,9564 CM 38
23,M,551,En Couple,2,false,7384 LT 36
40,M,568,Seule,3,false,9034 BQ 98
44,M,401,En Couple,1,false,7144 TB 85
24,M,930,C�libataire,0,false,5499 MM 70
30,M,1011,En Couple,2,false,9586 RN 61
26,F,228,C�libataire,0,false,6341 GB 96
77,M,151,En Couple,0,false,3703 UR 52
56,M,232,Seule,2,false,1941 UF 30
34,M,943,C�libataire,0,false,4364 QV 25
82,M,591,C�libataire,0,false,2359 MV 78
80,F,516,En Couple,4,false,8517 DA 51
68,M,203,En Couple,2,false,9753 UZ 32
33,M,1093,En Couple,1,false,123 BB 46
24,F,562,C�libataire,0,false,5132 CE 33
25,F,208,C�libataire,0,false,8247 JF 32
46,M,997,C�libataire,0,false,2162 KK 52
18,M,232,C�libataire,0,false,6820 CP 19
40,F,?,En Couple,3,false,6464 UK 41
42,M,487,C�libataire,0,false,3360 QS 68
18,F,419,En Couple,2,false,6397 UQ 36
39,M,479,En Couple,0,false,5962 JD 39
56,M,204,En Couple,1,false,2817 RN 83
48,M,1363,En Couple,0,true,4853 FU 61
41,M,477,C�libataire,0,false,1479 LA 72
37,M,791,En Couple,0,false,9876 MG 69
45,F,563,En Couple,0,true,3850 GY 81
75,F,592,En Couple,1,false,1563 OM 71
25,F,1195,C�libataire,0,false,2059 GF 48
22,F,410,C�libataire,0,false,3188 SX 65
32,M,983,En Couple,4,false,9369 EI 18
58,F,480,Mari�(e),0,false,8119 OX 30
79,M,470,En Couple,2,false,2374 RE 79
44,M,1324,En Couple,2,true,1231 HC 69
25,M,572,C�libataire,0,false,8777 RD 54
35,F,423,C�libataire,0,false,1100 TG 97
52,M,410,En Couple,3,false,5798 LU 44
18,M,474,C�libataire,0,false,2843 OG 85
19,M,1171,En Couple,1,false,7511 QV 61
63,F,427,En Couple,3,true,5407 CJ 78
50,F,1084,En Couple,3,false,9398 OZ 36
40,M,1085,En Couple,0,false,555 IB 16
45,M,178,En Couple,0,false,4624 QN 77
22,M,405,En Couple,2,false,1861 JI 90
26,M,404,C�libataire,0,false,5411 QA 35
24,F,190,En Couple,4,false,9125 SM 10
31,M,551,En Couple,0,false,1328 NE 49
21,M,844,Seule,2,false,931 VS 54
43,F,1369,En Couple,1,false,1801 CT 44
51,M,471,En Couple,2,false,1931 AJ 18
70,M,1036,En Couple,2,false,2035 JV 48
41,F,850,C�libataire,0,false,4492 ZA 49
22,F,468,En Couple,4,true,5509 ZT 45
65,M,228,C�libataire,0,false,6132 MV 90
81,M,220,En Couple,3,false,7639 BM 81
79,F,517,En Couple,1,false,325 HL 77
21,M,226,N/D,0,false,2515 MW 74
39,F,1318,En Couple,1,false,5907 VN 37
40,M,814,En Couple,3,false,8039 AL 13
29,M,1299,C�libataire,0,false,6979 CJ 79
76,F,481,Seule,2,false,8257 IT 57
33,F,727,En Couple,0,true,7838 ZF 28
39,F,1126,C�libataire,0,false,6433 PC 48
29,F,488,En Couple,1,false,7291 XF 42
54,M,506,En Couple,4,false,4345 PI 15
44,F,1044,En Couple,3,false,951 RI 13
57,M,1322,En Couple,3,false,9600 AT 44
44,F,592,C�libataire,0,false,9760 RR 22
66,F,1367,C�libataire,0,false,5066 YY 55
24,M,1056,C�libataire,0,false,261 OO 81
69,M,1336,C�libataire,0,false,1233 NX 78
35,M,798,C�libataire,0,false,5448 LK 98
55,M,194,En Couple,4,false,6143 ZS 84
35,M,528,En Couple,2,true,8155 GJ 87
25,F,944,En Couple,2,false,3553 LK 79
61,M,459,En Couple,0,true,4934 CA 82
50,M,226,En Couple,2,false,2709 VL 98
26,F,1017,Seule,3,false,5919 JO 75
20,M,201,En Couple,4,false,412 RF 35
46,M,598,En Couple,4,false,3071 EJ 39
32,F,522,C�libataire,0,false,4440 KQ 12
46,M,1353,En Couple,2,false,883 TG 49
18,M,1362,C�libataire,0,false,2862 LU 30
24,M,245,En Couple,1,false,3176 PH 12
41,M,185,C�libataire,0,false,7685 QT 97
67,M,243,En Couple,4,false,3182 PH 23
36,M,478,En Couple,3,false,197 YR 96
19,M,598,En Couple,4,false,3990 FZ 30
29,M,186,C�libataire,0,false,473 PQ 21
55,M,475,En Couple,1,true,4835 RA 15
60,M,431,En Couple,2,false,8317 CX 42
65,F,567,C�libataire,0,false,172 UP 56
25,M,221,En Couple,1,true,2303 FK 21
41,M,930,Seule,2,false,6152 OJ 37
51,M,488,En Couple,0,false,3217 NA 15
47,M,531,En Couple,3,false,5008 GA 27
41,F,563,En Couple,1,false,1717 JB 93
56,F,793,En Couple,1,true,6704 XI 82
48,M,566,C�libataire,0,false,191 OQ 35
51,M,164,En Couple,0,false,3445 QT 71
59,M,442,En Couple,2,false,775 SW 11
77,M,877,C�libataire,0,false,5791 GE 22
32,F,554,En Couple,2,true,5091 IW 27
30,F,1177,En Couple,0,false,4897 DN 32
56,F,246,C�libataire,0,false,9761 HL 83
23,F,599,C�libataire,0,false,8780 ZZ 28
42,F�minin,164,C�libataire,0,false,6170 NH 35
53,M,1104,C�libataire,0,false,3303 MX 41
28,F,1338,C�libataire,0,false,8911 IZ 21
42,Masculin,581,C�libataire,0,false,6985 AO 13
25,M,544,En Couple,0,false,9264 DD 25
29,M,189,En Couple,0,false,1804 TP 69
64,M,213,En Couple,4,true,4576 AY 88
41,F,1203,C�libataire,0,false,9324 FB 11
46,F,182,C�libataire,0,false,1250 EY 25
36,M,1339,C�libataire,0,false,6886 TU 62
42,M,492,En Couple,0,false,1006 RJ 93
18,F,558,En Couple,0,false,5097 TH 55
18,M,844,En Couple,2,true,5420 MZ 28
32,M,454,C�libataire,0,false,9399 ZW 28
28,M,150,En Couple,3,false,5943 NH 21
27,F,169,En Couple,1,false,772 PG 35
27,M,540,En Couple,0,false,6474 VF 43
39,M,812,En Couple,0,true,5381 JF 35
22,F,845,Seule,3,false,7734 SX 62
52,M,528,Seule,3,false,6563 CL 20
27,M,1050,En Couple,2,true,5066 CY 61
31,F,483,En Couple,2,false,4261 SZ 60
37,M,470,C�libataire,0,false,3977 KS 53
37,M,790,En Couple,4,false,3704 ZA 52
83,M,870,Seule,2,false,8711 YD 34
36,F,717,C�libataire,0,false,9882 MU 97
55,M,505,En Couple,0,false,8412 OH 51
64,F,527,En Couple,4,false,5466 RN 47
51,F,221,En Couple,0,true,8127 OH 22
21,M,1105,En Couple,1,false,2010 UJ 17
51,F,1396,C�libataire,0,false,3291 CD 81
57,M,850,C�libataire,0,false,3117 XN 47
36,M,1334,En Couple,0,false,332 NG 84
31,F,431,C�libataire,0,false,1224 EK 35
21,M,560,C�libataire,0,false,9683 JP 47
21,F,1126,En Couple,4,false,4020 QU 93
72,F,1135,En Couple,3,false,5758 SL 22
22,M,487,C�libataire,0,false,8202 RY 35
29,M,233,En Couple,3,false,7072 HJ 32
20,F,512,En Couple,4,false,581 KU 87
28,M,518,En Couple,1,false,9806 DW 18
43,M,1175,C�libataire,0,false,7651 RG 38
27,F,576,En Couple,3,false,5983 JU 33
76,M,194,En Couple,1,false,3620 BK 11
23,M,245,En Couple,2,false,523 IS 64
27,F,903,En Couple,4,false,3497 OP 87
69,M,1355,En Couple,1,false,2093 BG 53
84,F,488,Mari�(e),3,false,6821 MC 27
25,M,918,C�libataire,0,false,3137 NW 31
35,M,220,En Couple,1,false,4575 ZP 16
45,M,1297,En Couple,0,false,901 EE 30
29,M,214,En Couple,2,false,4398 GE 87
51,F,1235,En Couple,3,false,1851 VR 23
18,F,885,C�libataire,0,false,9131 UH 94
39,M,842,En Couple,1,false,9989 UE 40
34,M,442,C�libataire,0,false,1938 UN 25
21,M,587,En Couple,1,false,6216 PG 26
23,F,512,Seule,2,false,2160 PH 32
18,M,880,En Couple,2,false,8425 BF 80
18,F,593,C�libataire,0,false,8054 XU 74
72,M,537,En Couple,2,false,5202 CV 96
77,F,866,C�libataire,0,false,4644 BM 42
54,M,546,En Couple,2,false,5005 PM 89
40,F,470,En Couple,2,false,5230 LM 62
25,M,876,En Couple,1,true,8023 KG 97
37,M,1119,En Couple,1,false,538 PG 32
83,M,1157,En Couple,0,true,4270 DU 15
46,M,534,En Couple,0,true,0 LF 51
23,M,568,En Couple,2,false,1235 HR 23
28,F,1038,C�libataire,0,false,4280 PB 71
39,F,458,En Couple,1,true,5177 DY 32
33,M,459,En Couple,1,false,2671 RT 52
19,M,158,C�libataire,0,false,5683 YT 23
76,M,547,En Couple,3,false,17 AH 69
20,M,588,En Couple,3,false,745 EB 36
33,M,523,En Couple,1,false,2208 CY 24
29,M,200,En Couple,2,false,4787 SJ 58
48,F,1211,En Couple,2,false,5515 UL 80
47,F,524,C�libataire,0,false,5388 QS 13
74,M,533,C�libataire,0,false,8439 HL 12
37,M,223,C�libataire,0,false,7536 TJ 70
20,M,187,En Couple,2,false,3513 TQ 67
50,M,510,En Couple,0,false,3453 GE 43
18,F,445,Mari�(e),2,true,6186 RE 53
44,M,202,C�libataire,0,false,9509 VD 33
25,M,598,En Couple,2,false,5441 EA 24
41,M,871,En Couple,4,false,4122 QS 97
46,M,917,En Couple,2,false,3292 XB 92
39,F,585,En Couple,1,false,1841 EI 66
39,M,1045,Seule,2,false,7623 CB 38
46,M,595,En Couple,3,false,8831 BK 34
83,F,549,En Couple,1,false,3010 TV 60
63,M,477,En Couple,1,false,6782 JP 76
22,M,1048,C�libataire,0,false,8334 NH 92
74,M,505,En Couple,4,false,888 MY 80
53,F,724,Seule, ,false,5104 HS 33
39,M,1136,C�libataire,0,false,4314 ZR 74
51,M,714,C�libataire,0,false,9565 US 58
42,M,163,En Couple,0,true,2578 IH 75
28,F,234,En Couple,4,false,2668 QK 17
56,F,415,En Couple,2,false,9345 LW 68
35,M,193,C�libataire,0,false,5542 OB 77
54,M,1358,En Couple,1,false,1114 ZY 19
37,M,408,C�libataire,0,false,6249 ZD 20
57,F,1223,En Couple,2,true,4944 XQ 51
71,M,548,En Couple,0,false,7232 PC 95
77,M,1217,En Couple,0,true,4459 ID 56
75,M,441,En Couple,2,false,7628 UY 40
20,M,234,En Couple,2,false,2035 VE 26
49,M,493,C�libataire,0,false,1278 MV 20
18,M,423,En Couple,1,false,9011 TG 75
40,M,565,C�libataire,0,false,2329 JM 19
49,M,510,En Couple,1,true,4583 FX 35
36,F,931,En Couple,3,false,8884 JQ 92
28,F,176,En Couple,2,true,5758 LK 42
46,M,1214,En Couple,2,false,3958 WX 33
83,F,244,En Couple,2,true,7112 ZB 78
61,M,1169,C�libataire,0,false,3304 NQ 72
82,F,1247,En Couple,0,false,5080 YJ 56
51,M,402,En Couple,0,false,4918 JZ 52
26,M,855,C�libataire,0,false,9874 RJ 34
34,M,244,En Couple,0,false,8525 IB 91
41,M,463,En Couple,2,false,9454 TB 18
38,F,554,En Couple,3,true,2078 JO 59
29,M,1034,C�libataire,0,false,6819 MM 47
28,M,1143,C�libataire,0,false,4121 RG 76
29,M,166,En Couple,2,true,4412 FE 84
28,M,568,En Couple,3,false,5651 UD 18
53,F,151,?,3,false,5254 PM 35
29,M,481,C�libataire,0,false,5520 CH 87
76,F,767,C�libataire,0,false,7647 XN 48
66,M,207,En Couple,1,false,600 BA 98
31,M,803,C�libataire,0,false,7704 ZD 85
56,F,524,C�libataire,0,false,7990 OX 47
24,M,161,En Couple,0,false,8692 UA 24
18,M,167,En Couple,0,false,803 XN 10
39,M,194,En Couple,1,false,8694 ZE 80
34,F,460,Seule,3,false,959 BP 79
21,F,165,En Couple,4,true,7110 KT 41
26,M,1094,En Couple,4,false,1560 HK 27
53,F,209,En Couple,0,false,6764 SO 50
30,F,169,En Couple,0,false,209 OA 47
49,M,457,C�libataire,0,false,8051 TI 91
29,M,467,C�libataire,0,false,748 JK 19
75,M,171,C�libataire,0,false,3703 US 55
25,Homme,505,En Couple,0,false,719 FK 44
39,F,229,C�libataire,0,false,9383 UD 36
50,M,538,En Couple,4,false,1443 EK 75
81,M,153,C�libataire,0,false,6643 ZO 65
52,M,580,En Couple,2,false,6831 TU 28
29,F,540,En Couple,0,false,3918 LJ 23
28,Femme,219,En Couple,1,false,9889 IZ 97
46,F,1375,C�libataire,0,false,9532 SS 37
71,M,540,En Couple,0,false,2693 OM 22
50,F,1271,En Couple,0,false,9941 VA 41
24,F,952,En Couple,4,true,891 AM 10
21,M,492,En Couple,3,false,768 EZ 43
33,M,211,Seule,1,false,2981 QW 59
84,M,431,En Couple,4,true,6312 JI 75
28,F,555,En Couple,1,false,4310 QA 28
46,M,241,En Couple,1,false,4938 NM 25
28,M,517,En Couple,4,true,8947 SI 89
31,M,480,En Couple,4,false,2724 XF 91
40,M,509,C�libataire,0,false,9397 CL 23
60,M,184,En Couple,0,false,9431 SF 70
77,M,1394,En Couple,2,false,7013 TD 79
20,M,1150,Seule,1,false,6598 ZU 44
26,M,429,En Couple,1,false,7070 AO 92
80,M,596,En Couple,4,false,5556 TW 19
44,M,591,C�libataire,0,false,6527 MN 90
47,M,224,C�libataire,0,false,2921 ZI 39
57,Homme,934,En Couple,1,false,1254 YC 60
75,M,468,En Couple,1,false,8509 UR 47
68,M,530,En Couple,1,false,2469 NL 22
58,F,444,En Couple,1,false,2923 PW 60
68,F,456,En Couple,1,false,5807 YA 20
33,F,162,C�libataire,0,false,2255 KW 72
39,M,1037,En Couple,0,false,8587 EE 51
18,F,532,C�libataire,0,false,7816 SH 44
40,M,1271,Seule,2,false,128 GW 39
22,M,151,C�libataire,0,false,5478 OR 73
25,M,522,En Couple,4,false,7623 DO 37
21,M,570,En Couple,1,false,9228 WQ 79
42,M,558,C�libataire,0,false,7036 JW 20
29,M,911,En Couple,2,false,4735 EJ 58
44,M,877,En Couple,4,false,9709 JT 86
26,M,818,En Couple,4,false,7652 OT 42
57,M,227,En Couple,4,false,3272 UE 40
39,M,475,En Couple,0,true,4421 IR 78
20,M,1365,C�libataire,0,false,8241 PP 10
29,M,402,C�libataire,0,false,8012 IY 88
24,M,249,En Couple,3,false,4649 CS 44
23,M,784,En Couple,0,false,8934 CA 23
25,M,159,C�libataire,0,false,2487 QK 31
41,M,1198,En Couple,4,false,98 PQ 35
32,F,898,En Couple,1,false,2339 WW 62
77,M,181,En Couple,0,false,2927 AX 87
42,F,1239,En Couple,4,false,4405 EK 79
54,Homme,585,En Couple,0,false,1008 UP 52
29,M,538,C�libataire,0,false,522 TJ 70
27,F,1330,Seule,1,false,6043 CD 43
36,M,1346,En Couple,1,false,879 ZL 46
33,F,932,En Couple,3,false,2837 MQ 11
23,F,594,C�libataire,0,false,1123 WT 62
69,M,1029,En Couple,1,false,3383 NY 30
19,M,205,C�libataire,0,false,7721 FJ 26
20,F,841,C�libataire,0,false,9148 KR 40
39,M,1374,C�libataire,0,false,8371 FV 15
43,M,536,C�libataire,0,false,1664 KQ 43
36,M,198,En Couple,4,false,2247 GY 29
66,F,458,En Couple,2,false,5298 KP 22
26,M,150,En Couple,0,true,2750 ZE 35
57,M,521,En Couple,2,false,3458 YR 38
19,F,401,En Couple,2,false,3535 MW 78
46,M,520,En Couple,0,false,7859 WT 30
71,M,227,En Couple,4,true,4312 OY 11
42,M,466,Seul,0,false,2938 DZ 24
53,F,184,C�libataire,0,false,1573 SS 56
75,M,921,En Couple,3,false,9324 BJ 22
-1,M,249,C�libataire,0,false,9190 RX 13
50,F,594,En Couple,2,false,4627 VL 71
53,F,472,En Couple,1,true,5421 PY 60
43,M,490,C�libataire,0,false,6810 DD 84
79,M,481,En Couple,3,false,4317 QA 26
68,M,1206,En Couple,0,true,9468 VG 60
61,M,475,Seule,2,false,6124 SA 80
34,M,187,C�libataire,0,false,4520 RT 10
69,F,997,En Couple,0,false,8337 JP 16
56,M,454,En Couple,0,false,8943 RW 29
29,M,911,Mari�(e),4,true,7254 DW 85
40,M,492,C�libataire,0,false,2532 NZ 11
71,F,215,En Couple,4,false,4726 SD 28
39,M,404,En Couple,2,false,442 OI 80
33,M,481,C�libataire,0,false,527 MO 40
32,M,1104,En Couple,1,false,4297 QT 44
35,M,532,En Couple,1,false,8001 QX 89
22,M,576,En Couple,4,false,7497 UN 67
40,F,518,C�libataire,0,false,7677 BJ 66
28,M,1072,C�libataire,0,false,8069 DF 64
72,M,549,En Couple,4,true,8711 JH 20
79,F,581,C�libataire,0,false,7193 QX 33
36,F,200,C�libataire,0,false,9604 JB 27
66,M,195,En Couple,0,false,9300 RR 26
65,F,1063,C�libataire,0,false,3004 WJ 12
31,F,232,En Couple,4,false,1718 GZ 49
51,M,1289,En Couple,1,false,5816 LR 96
55,F,425,En Couple,4,true,2802 MX 33
18,M,509,En Couple,2,false,6740 AO 44
38,M,1035,En Couple,3,false,5853 JT 96
53,F,550,En Couple,0,false,3358 JP 48
49,M,934,C�libataire,0,false,2605 HQ 25
71,F,429,En Couple,0,true,6357 IE 28
30,M,1104,En Couple,2,false,826 YM 56
34,F,481,Seule,1,false,4650 FP 27
28,M,954,En Couple,1,false,7535 UK 89
23,M,1089,C�libataire,0,false,5697 RW 42
57,M,482,En Couple,1,false,7081 RF 61
48,M,909,En Couple,0,false,6081 DV 48
39,M,406,C�libataire,0,false,6631 UU 22
36,F,243,Seule,3,false,3535 RR 12
84,M,523,En Couple,3,false,9416 KW 42
22,M,184,En Couple,3,false,8599 WU 13
21,F,739,En Couple,2,false,1519 FX 39
50,F,538,En Couple,1,false,2947 AR 30
72,M,438,En Couple,3,false,5890 IH 85
38,M,482,En Couple,2,false,449 OG 20
28,N/D,431,En Couple,0,false,7366 GI 96
78,M,511,En Couple,1,false,1792 TE 51
29,F,232,En Couple,0,false,7684 HD 19
20,M,577,En Couple,0,false,4995 PY 17
31,M,804,C�libataire,0,false,1095 FY 50
59,F,735,C�libataire,0,false,1756 TP 39
38,M,468,En Couple,4,false,1371 RY 13
38,F,764,En Couple,0,false,5601 UP 18
25,M,1119,En Couple,1,false,2191 KY 58
18,M,536,En Couple,1,true,7147 UG 37
30,F,573,En Couple,0,true,9763 NJ 35
37,M,1354,Seul,0,false,5169 GQ 26
53,F,1296,C�libataire,0,false,1210 BX 67
44,F,793,En Couple,1,false,8961 KM 26
48,M,499,C�libataire,0,false,8281 TS 48
27,F,985,En Couple,4,false,9399 UT 37
43,M,180,En Couple,1,false,5830 SI 31
30,M,404,En Couple,2,false,8180 NE 58
80,M,464,En Couple,1,true,2121 EJ 49
23,M,576,C�libataire,0,false,5095 EJ 50
36,M,447,C�libataire,0,false,6797 EY 15
26,M,815,C�libataire,0,false,8454 PV 77
43,M,460,En Couple,2,false,7583 ZN 51
25,M,472,C�libataire,0,false,6422 CM 40
65,F,534,En Couple,2,true,8142 UD 67
38,M,1194,En Couple,1,false,9262 BF 46
49,M,598,Seule,3,false,4537 JF 36
82,M,520,C�libataire,0,false,9976 KB 69
78,M,487,En Couple,3,false,9604 MN 54
76,M,217,En Couple,3,false,9744 ZW 22
39,M,500,C�libataire,0,false,3442 UK 37
42,F,543,En Couple,2,false,7442 IL 48
18,M,915,C�libataire,0,false,1803 VN 37
57,M,704,Seule,1,false,7071 QD 35
47,M,872,En Couple,0,false,5736 JC 50
75,M,428,C�libataire,0,false,5688 AX 62
61,F,849,En Couple,0,true,7713 DP 94
29,M,1331,En Couple,1,true,1393 YT 58
31,M,482,C�libataire,0,false,6470 BV 44
22,Homme,441,En Couple,2,false,9231 BK 91
45,M,404,C�libataire,0,false,1826 KQ 66
18,M,161,En Couple,3,false,2890 PQ 44
38,M,194,En Couple,2,true,5241 GS 15
47,M,557,Seule,3,false,1595 MK 37
64,F,522,En Couple,4,false,4171 RI 43
76,M,443,En Couple,4,false,8590 RB 75
27,F,875,Seule,2,false,5181 OI 28
72,F,403,C�libataire,0,false,9361 CE 27
59,M,588,En Couple,2,false,2391 JO 90
80,M,592,En Couple,1,false,1715 QG 74
41,F,231,En Couple,0,false,4352 AB 25
69,M,553,En Couple,3,false,85 BD 44
53,M,1249,En Couple,0,false,7348 VJ 88
35,M,1385,C�libataire,0,false,188 JP 47
21,M,180,C�libataire,0,false,7358 UT 20
29,M,430,En Couple,2,false,7820 MC 78
37,F,175,En Couple,4,true,3501 CB 24
52,F,1117,En Couple,3,false,3630 FM 21
20,F,746,C�libataire,0,false,8883 EY 20
57,M,165,C�libataire,0,false,7482 EW 76
64,M,990,C�libataire,0,false,6768 CY 62
23,F,496,C�libataire,0,false,8925 UB 92
69,M,1060,C�libataire,0,false,6907 DK 57
18,M,152,C�libataire,0,false,5380 JI 20
58,M,1134,En Couple,2,false,5897 CY 96
44,M,228,En Couple,4,false,4687 EI 59
28,M,434,En Couple,4,false,7363 IJ 31
18,F,433,C�libataire,0,false,2622 XB 12
27,M,563,En Couple,4,false,4324 GL 73
48,F,412,C�libataire,0,false,4775 VY 36
19,M,1145,C�libataire,0,false,7928 ZA 54
